Method,LOC,V,v(G),MI
org.apache.commons.configuration2.builder.combined.TestMultiFileBuilderParametersImpl.testFromParametersNewInstance(),12,26,1,66.4166142
org.apache.commons.configuration2.builder.combined.TestMultiFileBuilderParametersImpl.testFromParatersNotFound(),11,15,1,68.91358803
org.apache.commons.configuration2.builder.combined.TestMultiFileBuilderParametersImpl.testSetFilePattern(),10,48,1,66.27945979
org.apache.commons.configuration2.builder.combined.TestMultiFileBuilderParametersImpl.testSetManagedBuilderParameters(),12,60,1,63.87363775
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.createBuilderWithAccessToManagedBuilders(Collection<FileBasedConfigurationBuilder<XMLConfiguration>>),12,93,1,62.5409327
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.createTestBuilder(BuilderParameters),13,24,1,65.90171959
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testAddConfigurationListener(),31,343,1,49.58082395
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testBuilderListenerOtherTypes(),22,144,1,55.46905444
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testBuilderListenerReset(),21,146,1,55.86782578
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testCaching(),22,124,1,55.92377083
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testCachingWithReset(),19,95,1,58.12276532
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testFileNotFound(),10,28,1,67.91851347
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testFileNotFoundAllowFailOnInit(),14,75,1,61.7346977
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testGetConfiguration(),19,144,1,56.85792946
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testGetManagedBuilderClonedParameters(),20,74,1,58.39649046
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testInterpolatorFromParameters(),23,117,1,55.67935043
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testInterpolatorReset(),18,88,1,58.86773455
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testManagedConfigurationSettings(),31,246,1,50.59162766
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testNoPattern(),15,60,1,61.75964621
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testRecursiveInterpolation(),26,165,1,53.47246761
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testRemoveBuilderListenerOnReset(),20,95,1,57.63682885
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder.testSchemaValidationError(),25,166,4,53.4221492
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl.getIndexedProperty(int),4,13,1,78.93233608
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl.getMapProperty(String),4,11,1,79.4403368
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl.getText(),4,4,1,82.5165501
"org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl.setIndexedProperty(int,int)",4,18,1,77.94274749
"org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl.setMapProperty(String,String)",4,15,1,78.49717562
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl.setText(String),4,11,1,79.4403368
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.createBean(boolean),22,109,2,56.18134694
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testContains(),8,24,1,70.50126731
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetDynaClass(),11,53,1,65.07519218
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetDynaClassName(),9,24,1,69.38542803
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetDynaClassNewInstance(),8,24,1,70.50126731
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetIndexedProperty(),11,60,1,64.69795606
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetMappedProperty(),13,76,1,62.39649534
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetPropertyUnknown(),8,19,1,71.21167505
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testGetSimpleProperty(),12,57,1,64.02961736
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testOrderOfProperties(),27,232,2,51.9440985
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testRemove(),8,24,1,70.50126731
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testSetIndexedProperty(),10,55,1,65.8654906
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testSetMappedProperty(),13,76,1,62.39649534
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.testSetSimpleProperty(),11,55,1,64.96255206
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder.setUp(),5,11,1,77.32634526
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder.testInitWithFailOnInitFlag(),9,31,1,68.6071511
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder.testInitWithParameters(),16,76,1,60.42938557
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder.testNestedReloadableSources(),27,184,1,52.78349522
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder.testNoReloadableSources(),22,103,1,56.48802428
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder.testReloadableDefinitionBuilder(),26,163,1,53.50955265
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.ConstantConfigurationBuilder.ConstantConfigurationBuilder(BaseHierarchicalConfiguration),5,15,1,76.38318408
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.ConstantConfigurationBuilder.getConfiguration(),6,8,1,76.56748572
"org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.ReloadThread.ReloadThread(ReloadingCombinedConfigurationBuilder,int[],int,int)",8,46,1,68.52287238
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.ReloadThread.run(),23,180,5,53.8313556
"org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.addReloadSource(Configuration,String)",12,51,1,64.36784736
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.checkReloadDefinitionFile(File),33,322,4,48.77714004
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.setUp(),6,18,1,74.1014991
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.testConcurrentGetAndReload(),8,621,3,60.33925462
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.testProperty(int),10,19,1,69.09768351
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.testReloadDefinitionFileDefaultBuilder(),13,72,1,62.56091029
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.testReloadDefinitionFileExplicitBuilder(),16,89,1,59.94921262
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.testReloadFromFile(),8,541,1,61.02764139
"org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.writeDefinitionFile(File,File)",15,39,1,63.06962935
"org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.writeFile(File,String)",23,78,2,56.77784082
"org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.writeReloadFile(File,String)",16,44,2,61.9568869
"org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.writeReloadFile(File,int,int)",15,36,1,63.31303407
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.ReloadingMultiFileConfigurationBuilderTestImpl.ReloadingMultiFileConfigurationBuilderTestImpl(),6,28,1,72.75791412
"org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.ReloadingMultiFileConfigurationBuilderTestImpl.createManagedBuilder(String,Map<String, Object>)",5,55,1,72.4321481
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.ReloadingMultiFileConfigurationBuilderTestImpl.getReloadingControllers(),10,4,1,73.83590106
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.testCreateManagedBuilder(),17,79,1,59.73731871
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.testCreateManagedBuilderWithAllowFailFlag(),16,68,1,60.76761557
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.testInitWithParameters(),19,87,1,58.3902727
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.testReloadingControllerCheck(),26,204,2,52.69275562
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.testReloadingControllerCheckReloadingRequired(),28,300,2,50.8179053
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.testReloadingControllerResetReloadingState(),28,190,2,52.20687822
org.apache.commons.configuration2.builder.fluent.Configurations.Configurations(),7,8,1,75.10711086
org.apache.commons.configuration2.builder.fluent.Configurations.Configurations(Parameters),11,18,2,68.22465698
org.apache.commons.configuration2.builder.fluent.Configurations.combined(File),16,15,1,65.36386062
org.apache.commons.configuration2.builder.fluent.Configurations.combined(String),16,15,1,65.36386062
org.apache.commons.configuration2.builder.fluent.Configurations.combined(URL),16,15,1,65.36386062
org.apache.commons.configuration2.builder.fluent.Configurations.combinedBuilder(File),11,15,1,68.91358803
org.apache.commons.configuration2.builder.fluent.Configurations.combinedBuilder(String),11,15,1,68.91358803
org.apache.commons.configuration2.builder.fluent.Configurations.combinedBuilder(URL),11,15,1,68.91358803
"org.apache.commons.configuration2.builder.fluent.Configurations.createFileBasedBuilder(Class<T>,FileBasedBuilderParameters)",15,19,1,65.25643512
"org.apache.commons.configuration2.builder.fluent.Configurations.fileBased(Class<T>,File)",19,24,1,62.30655475
"org.apache.commons.configuration2.builder.fluent.Configurations.fileBased(Class<T>,String)",20,24,1,61.82061828
"org.apache.commons.configuration2.builder.fluent.Configurations.fileBased(Class<T>,URL)",19,24,1,62.30655475
"org.apache.commons.configuration2.builder.fluent.Configurations.fileBasedBuilder(Class<T>,File)",14,19,1,65.91005179
"org.apache.commons.configuration2.builder.fluent.Configurations.fileBasedBuilder(Class<T>,String)",15,19,1,65.25643512
"org.apache.commons.configuration2.builder.fluent.Configurations.fileBasedBuilder(Class<T>,URL)",15,19,1,65.25643512
org.apache.commons.configuration2.builder.fluent.Configurations.fileParams(),10,8,1,71.72808507
org.apache.commons.configuration2.builder.fluent.Configurations.fileParams(File),11,11,1,69.85674922
org.apache.commons.configuration2.builder.fluent.Configurations.fileParams(String),11,11,1,69.85674922
org.apache.commons.configuration2.builder.fluent.Configurations.fileParams(URL),11,11,1,69.85674922
org.apache.commons.configuration2.builder.fluent.Configurations.getParameters(),9,4,1,74.83405332
org.apache.commons.configuration2.builder.fluent.Configurations.ini(File),15,15,1,65.97527819
org.apache.commons.configuration2.builder.fluent.Configurations.ini(String),15,15,1,65.97527819
org.apache.commons.configuration2.builder.fluent.Configurations.ini(URL),15,15,1,65.97527819
org.apache.commons.configuration2.builder.fluent.Configurations.iniBuilder(File),11,11,1,69.85674922
org.apache.commons.configuration2.builder.fluent.Configurations.iniBuilder(String),12,11,1,69.03243091
org.apache.commons.configuration2.builder.fluent.Configurations.iniBuilder(URL),11,11,1,69.85674922
org.apache.commons.configuration2.builder.fluent.Configurations.properties(File),17,15,1,64.78952209
org.apache.commons.configuration2.builder.fluent.Configurations.properties(String),17,15,1,64.78952209
org.apache.commons.configuration2.builder.fluent.Configurations.properties(URL),17,15,1,64.78952209
org.apache.commons.configuration2.builder.fluent.Configurations.propertiesBuilder(File),12,11,1,69.03243091
org.apache.commons.configuration2.builder.fluent.Configurations.propertiesBuilder(String),12,11,1,69.03243091
org.apache.commons.configuration2.builder.fluent.Configurations.propertiesBuilder(URL),12,11,1,69.03243091
org.apache.commons.configuration2.builder.fluent.Configurations.xml(File),15,15,1,65.97527819
org.apache.commons.configuration2.builder.fluent.Configurations.xml(String),15,15,1,65.97527819
org.apache.commons.configuration2.builder.fluent.Configurations.xml(URL),15,15,1,65.97527819
org.apache.commons.configuration2.builder.fluent.Configurations.xmlBuilder(File),11,11,1,69.85674922
org.apache.commons.configuration2.builder.fluent.Configurations.xmlBuilder(String),12,11,1,69.03243091
org.apache.commons.configuration2.builder.fluent.Configurations.xmlBuilder(URL),11,11,1,69.85674922
